activity_name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate_bpm,max_heartrate_bpm,achievement_count,kudos_count,comment_count,athlete_count,commute,gear_id,suffer_score,average_temp,start_data,distance_km
Morning Ride,Ride,19665.4,63:49,539:38,171,5.136,10.608,119.8,157,21,0,0,1,TRUE,b8218320,18,23,2023-11-22,19.6654
Morning Yoga,Yoga,0,12:42,12:42,0,0,0,70.4,100,0,0,0,1,FALSE,NA,0,26,2023-11-22,0
Morning Ride,Ride,8700.8,26:51,264:22,76,5.401,9.024,119.4,145,13,0,0,1,TRUE,b8218320,6,24,2023-11-20,8.7008
Dumyat,Run,8854.2,62:20,70:08,443,2.367,4.723,148.8,175,1,37,2,2,FALSE,g6883995,67,18,2023-11-19,8.8542
Afternoon Run,Run,8497.2,45:53,53:10,108,3.087,4.237,151.2,172,3,29,0,1,FALSE,g15257806,57,20,2023-11-18,8.497200000000001
Morning Run,Run,5260.1,27:28,27:49,73,3.192,6.04,138,160,2,18,0,1,FALSE,g15257806,12,18,2023-11-16,5.2601
Evening Ride,Ride,18211,61:33,277:48,171,4.931,9.409,115.9,150,9,0,0,1,TRUE,b8218319,14,21,2023-11-15,18.211
Afternoon Run,Run,19915.4,101:14,101:58,178,3.279,5.458,145,173,9,44,0,1,FALSE,g15257806,78,15,2023-11-15,19.9154
Dumgoyne and Earl’s Seat,Run,10495.6,125:13,125:15,788,1.397,3.422,126.2,158,0,36,0,2,FALSE,g6883995,34,14,2023-11-14,10.4956
Lunch Run,Run,10586.2,56:21,58:30,30,3.131,4.478,147.1,163,9,0,0,1,FALSE,g11131843,56,18,2023-11-12,10.586200000000002
BackTrack,Run,10848.2,49:13,56:18,47,3.674,4.781,159,178,10,30,0,1,FALSE,g8011089,88,14,2023-11-10,10.8482
GOAT Runabout,Run,15728.7,98:42,113:38,261,2.656,7.075,137.6,161,14,32,0,2,FALSE,g5233748,46,17,2023-11-09,15.7287
Afternoon Swim,Swim,1050,16:09,23:41,0,1.084,1.25,128.1,160,0,16,0,1,FALSE,NA,15,NA,2023-11-08,1.05
Jogging in the dark,Run,10342.2,54:38,54:46,142,3.155,4.704,144.6,167,8,34,3,1,FALSE,g15257806,40,16,2023-11-07,10.3422
Afternoon Run,Run,14601.2,70:54,72:53,136,3.432,5.266,142.8,160,5,38,1,1,FALSE,g15257806,46,16,2023-11-06,14.6012
…and back again,Ride,17773.4,55:12,55:55,108,5.366,9.55,114.6,144,3,26,0,1,TRUE,b8218320,11,18,2023-11-05,17.773400000000002
Bologna running,Run,17699.7,110:16,148:50,455,2.675,11.376,142.4,169,0,52,2,1,FALSE,g15257806,82,21,2023-11-04,17.6997
To the airport!,Ride,17024.4,51:46,53:40,77,5.481,9.728,121.3,146,2,24,4,1,TRUE,b8218320,13,20,2023-11-03,17.0244
Lunch Swim,Swim,1950,30:54,43:42,0,1.052,1.39,142.2,173,0,13,0,1,FALSE,NA,54,NA,2023-11-02,1.95
Morning Yoga,Yoga,0,21:15,21:15,0,0,0,68.8,89,0,0,0,1,FALSE,NA,1,27,2023-11-02,0
Cool down,Run,3638.9,19:54,19:58,49,3.048,3.966,150.2,171,0,17,0,1,FALSE,g8011089,23,14,2023-11-01,3.6389
Canal 10k,Run,10012.5,38:38,38:38,16,4.319,5.257,175.6,182,5,37,2,1,FALSE,g8011089,130,15,2023-11-01,10.0125
Warm up / dodge the floods,Run,2979.1,15:08,17:38,61,3.281,6.918,145.6,164,0,13,0,1,FALSE,g8011089,13,19,2023-11-01,2.9791
Morning Yoga,Yoga,0,19:02,19:02,0,0,0,77.4,94,0,0,0,1,FALSE,NA,1,26,2023-11-01,0
Morning Run,Run,15902.3,77:22,80:56,147,3.426,5.57,152.3,172,10,40,3,1,FALSE,g15257806,106,16,2023-10-31,15.902299999999999
Morning Yoga,Yoga,0,13:53,13:53,0,0,0,68.3,89,0,0,0,1,FALSE,NA,0,26,2023-10-29,0
Cathkin and Co.,Run,24032.1,132:17,134:30,472,3.028,5.422,148.4,172,0,35,0,2,FALSE,g14852944,133,20,2023-10-28,24.0321
Morning Swim,Swim,1850,31:10,35:02,0,0.989,1.192,141.5,165,0,18,2,1,FALSE,NA,43,NA,2023-10-27,1.85
Morning Yoga,Yoga,0,14:47,14:47,0,0,0,74.7,105,0,0,0,1,FALSE,NA,1,26,2023-10-27,0
Evening Run,Run,5914.6,31:08,31:13,83,3.166,4.829,139.6,160,3,25,0,1,FALSE,g15257806,17,19,2023-10-26,5.9146
Morning Swim,Swim,1250,21:21,29:39,0,0.976,1.138,128,152,0,14,0,1,FALSE,NA,17,NA,2023-10-26,1.25
Morning Yoga,Yoga,0,11:00,11:00,0,0,0,67.6,87,0,0,0,1,FALSE,NA,0,26,2023-10-26,0
Evening Yoga,Yoga,0,11:25,11:25,0,0,0,100.9,165,0,0,0,1,FALSE,NA,2,24,2023-10-25,0
Afternoon Run,Run,11022.2,58:58,58:58,98,3.115,5.53,140.2,156,3,28,0,1,FALSE,g15257806,28,17,2023-10-25,11.022200000000002
Morning Yoga,Yoga,0,16:32,16:32,0,0,0,73.1,107,0,0,0,1,FALSE,NA,1,26,2023-10-25,0
Evening Ride,Ride,10501.9,34:03,89:33,92,5.14,10.624,134.1,168,1,0,0,1,FALSE,b8218319,20,18,2023-10-24,10.5019
GOAT in Pollok park,Run,15138.9,98:10,98:35,223,2.57,4.426,132.8,166,0,30,0,1,FALSE,g14852944,39,19,2023-10-24,15.1389
Afternoon Ride,Ride,16791.3,48:36,55:38,130,5.758,10.372,126.3,164,10,0,0,1,FALSE,b8218319,20,21,2023-10-24,16.7913
West Highland Way,Run,19785.7,97:10,100:15,172,3.394,7.295,147.9,182,5,37,0,1,FALSE,g14852944,87,18,2023-10-22,19.785700000000002
Lunch Ride,Ride,8115.4,25:10,25:10,65,5.374,9.806,126.4,146,2,0,0,1,FALSE,b8218319,7,13,2023-10-21,8.1154
Parkrun afters,Run,9832.8,56:27,60:02,284,2.903,8.17,152.5,175,1,32,0,1,FALSE,g14852944,70,14,2023-10-21,9.832799999999999
Drumchapel Parkrun 🥇,Run,4947.3,19:49,19:49,124,4.161,5.845,174.6,184,15,42,4,3,FALSE,g14852944,64,12,2023-10-21,4.9473
Morning Ride,Ride,7280.6,20:16,20:47,91,5.987,9.948,142,162,0,0,0,1,FALSE,b8218319,16,14,2023-10-21,7.280600000000001
Evening Yoga,Yoga,0,10:23,10:23,0,0,0,82.2,103,0,0,0,1,FALSE,NA,1,25,2023-10-19,0
GOAT running,Run,9942.4,56:17,65:26,182,2.944,4.696,143.3,166,0,33,0,1,FALSE,g14852944,42,19,2023-10-19,9.9424
Afternoon Swim,Swim,2250,37:29,40:35,0,1,1.25,137.2,171,0,11,0,1,FALSE,NA,44,NA,2023-10-18,2.25
Morning Yoga,Yoga,0,19:47,19:47,0,0,0,62.7,86,0,0,0,1,FALSE,NA,1,25,2023-10-17,0
Lunch Run,Run,11731,58:13,63:33,88,3.358,4.672,146.1,163,2,35,0,1,FALSE,g5233748,54,17,2023-10-16,11.731
Morning Ride,Ride,72390.7,232:59,370:16,912,5.179,17.7,128.6,156,49,42,0,1,FALSE,b8218319,82,16,2023-10-15,72.3907
Orienteering European Champs pt2.,Run,2769.6,12:55,13:20,39,3.462,7.383,156.2,178,0,32,0,5,FALSE,g14852944,20,15,2023-10-14,2.7696
Lunch Run,Run,5111.3,29:18,302:24,125,2.907,4.503,140.2,170,0,0,0,1,FALSE,g12684381,22,21,2023-10-14,5.1113
Orienteering European Champs pt.1,Run,3448.7,16:37,19:45,24,2.91,6.677,143.9,167,0,36,3,1,FALSE,g14852944,14,15,2023-10-14,3.4486999999999997
Morning Yoga,Yoga,0,28:34,28:34,0,0,0,77.8,102,0,0,0,1,FALSE,NA,2,26,2023-10-13,0
Kilpatricks with GOAT running,Run,8433.9,60:23,70:41,397,2.328,4.15,134.7,165,0,35,1,3,FALSE,g6883995,26,19,2023-10-12,8.4339
Lunch Swim,Swim,2025,33:45,45:13,0,1,2.436,135.1,170,0,19,0,1,FALSE,NA,47,NA,2023-10-12,2.025
Morning Yoga,Yoga,0,29:05,29:05,0,0,0,72.2,98,0,0,0,1,FALSE,NA,2,26,2023-10-12,0
Afternoon Swim,Swim,2000,31:39,42:54,0,1.053,1.25,142.6,170,0,16,0,1,FALSE,NA,58,NA,2023-10-11,2
GOAT running Peg relay,Run,12834.2,75:17,215:08,184,2.841,7.13,142.3,175,8,32,0,1,FALSE,g14852944,56,21,2023-10-10,12.834200000000001
Zwift - Jungle Circuit in Watopia,VirtualRide,14332.6,31:43,31:43,101,7.532,14.434,134.4,156,2,18,0,3,FALSE,b8218319,14,NA,2023-10-10,14.332600000000001
Night Yoga,Yoga,0,22:42,22:42,0,0,0,68.7,88,0,0,0,1,FALSE,NA,1,28,2023-10-09,0
Afternoon Run,Run,7487.8,39:07,39:47,36,3.19,4.53,147.3,157,2,25,0,1,FALSE,g7158509,40,22,2023-10-09,7.4878
Morning Weight Training,WeightTraining,0,37:13,37:13,0,0,0,111.8,149,0,0,0,1,FALSE,NA,7,25,2023-10-08,0
Drumchapel Parkrun (was cancelled),Run,17994.1,86:37,87:04,221,3.462,6.458,156.7,179,4,55,0,1,FALSE,g8011089,142,16,2023-10-07,17.9941
Lunch Swim,Swim,1050,16:31,21:21,0,1.06,1.564,114.4,150,0,15,2,1,FALSE,NA,5,NA,2023-10-05,1.05
The Clyde with Mr Rowland,Run,11699.9,59:12,60:30,32,3.294,5.972,153.1,175,14,28,0,2,FALSE,g12684381,84,19,2023-10-05,11.6999
Evening Ride,Ride,7180.9,20:02,21:07,63,5.974,9.728,93.6,110,11,0,0,1,FALSE,b8218319,2,15,2023-10-03,7.180899999999999
GOAT Run club in Mugdock Park,Run,17666.4,112:37,135:01,357,2.615,4.792,136,159,0,29,0,1,FALSE,g14852944,60,16,2023-10-03,17.666400000000003
Ride to the trails,Ride,7675.3,19:58,21:36,88,6.407,10.287,109.7,128,4,8,0,1,FALSE,b8218320,3,18,2023-10-03,7.6753
Morning Weight Training,WeightTraining,0,29:10,29:10,0,0,0,95.6,126,0,0,0,1,FALSE,NA,3,24,2023-10-03,0
Evening Run,Run,7293,36:10,37:54,76,3.361,4.982,144.2,158,4,21,0,1,FALSE,g12684381,26,19,2023-10-02,7.293
Afternoon Ride (with coos),Ride,65715.4,145:32,165:26,822,7.526,16.54,143.8,174,121,33,0,1,FALSE,b8218319,143,17,2023-10-01,65.71539999999999
Lunch Yoga,Yoga,0,34:40,34:40,0,0,0,74.9,102,0,0,0,1,FALSE,NA,2,27,2023-10-01,0
Track,Run,10453.8,45:46,47:22,22,3.807,5.006,161.4,179,18,32,1,1,FALSE,g12684381,88,17,2023-09-30,10.4538
Morning Ride,Ride,0,19:14,19:14,0,0,0,168.3,187,0,0,0,1,FALSE,b8218319,50,26,2023-09-29,0
Trails with the GOAT,Run,10768.1,69:09,74:42,256,2.595,4.346,137.2,179,0,30,0,2,FALSE,g6883995,38,20,2023-09-28,10.7681
Morning Yoga,Yoga,0,26:10,26:10,0,0,0,80.7,112,0,0,0,1,FALSE,NA,2,28,2023-09-28,0
Morning Yoga,Yoga,0,19:55,19:55,0,0,0,73.4,103,0,0,0,1,FALSE,NA,1,27,2023-09-26,0
Morning Weight Training,WeightTraining,0,37:22,37:22,0,0,0,105.7,157,0,0,0,1,FALSE,NA,6,26,2023-09-25,0
Morning Swim,Swim,475,07:58,22:16,0,0.994,1.192,101.3,136,0,0,0,1,FALSE,NA,3,NA,2023-09-24,0.475
Morning Weight Training,WeightTraining,0,19:21,19:21,0,0,0,105.3,126,0,0,0,1,FALSE,NA,3,25,2023-09-24,0
Evening Run,Run,6812.3,36:21,37:08,45,3.123,4.78,138.3,161,1,23,0,1,FALSE,g14852944,16,18,2023-09-23,6.8123000000000005
Zwift - Quatch Quest in Watopia,VirtualRide,25022.5,62:50,63:09,614,6.637,20.208,121.8,146,0,18,1,1,FALSE,b8218319,16,NA,2023-09-23,25.0225
Afternoon Run,Run,11153,56:57,57:02,96,3.264,5.288,149.5,165,13,29,3,1,FALSE,g12684381,69,21,2023-09-22,11.153
Lunch Swim,Swim,1400,22:58,29:37,0,1.016,1.25,123.1,151,0,16,0,1,FALSE,NA,12,NA,2023-09-22,1.4
Morning Swim,Swim,1000,17:45,25:00,0,0.939,1.316,116.9,134,0,13,0,1,FALSE,NA,6,NA,2023-09-21,1
Morning Weight Training,WeightTraining,0,42:45,42:45,0,0,0,111.2,142,0,0,0,1,FALSE,NA,7,27,2023-09-21,0
Afternoon Run,Run,14045.8,73:10,85:15,106,3.199,4.626,141.5,169,6,37,0,1,FALSE,g14852944,43,18,2023-09-20,14.0458
Evening Run,Run,1545.4,07:53,12:45,28,3.267,5.722,145,167,0,0,0,1,FALSE,g12684381,6,19,2023-09-19,1.5454
The Bridge 😍,Run,6177,26:38,26:38,78,3.865,5.188,162.1,182,13,40,2,1,FALSE,g14852944,53,18,2023-09-19,6.177
Evening Run,Run,12175.3,60:27,62:27,173,3.357,5.994,150.6,171,15,42,0,1,FALSE,g14852944,72,17,2023-09-18,12.1753
Morning Run,Run,9318.9,52:22,64:24,132,2.966,4.307,132.2,151,9,36,0,1,FALSE,g14852941,15,19,2023-09-16,9.3189
Accidental session,Run,11599.7,63:40,83:20,96,3.037,6.746,142.7,173,10,34,0,1,FALSE,g12684381,45,22,2023-09-14,11.5997
Afternoon Run,Run,12246.5,62:46,63:03,110,3.252,4.783,151.8,167,19,33,0,1,FALSE,g12684381,82,18,2023-09-13,12.2465
Morning Run,Run,18140.5,92:53,96:06,189,3.255,5.746,146.5,165,16,40,2,1,FALSE,g12684381,84,21,2023-09-12,18.1405
Lunch Ride,Ride,18691,56:47,515:42,215,5.486,9.998,110.5,141,12,0,0,1,TRUE,b8218320,10,22,2023-09-11,18.691
Evening Run,Run,7451.4,39:33,40:29,105,3.14,4.946,144.1,163,3,37,1,1,FALSE,g12684381,30,23,2023-09-10,7.4514
Spring burn Parkrun Samdwich (18:40),Run,16437.1,78:30,129:05,169,3.49,6.14,157.9,196,10,46,0,1,FALSE,g12684381,131,24,2023-09-09,16.437099999999997
It’s always sunny in Scotland!,Ride,63279.6,144:48,151:34,777,7.284,16.85,137.3,166,20,39,0,1,FALSE,b8218319,95,27,2023-09-08,63.2796
Afternoon Run,Run,8824.9,41:27,42:24,74,3.548,5.522,149.7,181,3,28,0,1,FALSE,g12684381,45,25,2023-09-07,8.8249
Evening Run,Run,8688.9,46:27,47:42,152,3.118,5.522,147,165,8,35,0,1,FALSE,g3897569,42,25,2023-09-06,8.6889
Morning Ride,Ride,15603.2,48:14,122:04,108,5.392,9.741,108.2,148,1,0,0,1,FALSE,b8218319,8,24,2023-09-06,15.603200000000001
Evening Run,Run,8632.2,45:33,52:17,111,3.159,5.4,141.2,165,1,31,1,1,FALSE,g12684381,28,22,2023-09-05,8.632200000000001
Afternoon Run,Run,10298,53:09,53:28,135,3.229,4.667,144.5,163,1,34,0,1,FALSE,g12684381,42,25,2023-09-04,10.298
Afternoon Ride,Ride,31403.8,65:04,68:07,107,8.044,12.917,155,182,51,0,0,1,FALSE,b8218319,98,29,2023-09-03,31.4038
Morning Run,Run,7548.6,41:37,43:59,128,3.023,4.91,142.6,164,2,29,1,1,FALSE,g12684381,28,24,2023-09-03,7.5486
London to Brighton!,Ride,81062.8,199:54,245:41,892,6.759,16.272,142.5,183,4,45,4,1,FALSE,b8218319,179,24,2023-09-01,81.06280000000001
Lunch run w/Anna 😀,Run,7319.2,45:00,45:00,11,2.711,3.726,119.4,130,0,30,4,1,FALSE,g12684381,9,23,2023-08-31,7.3191999999999995
Afternoon Yoga,Yoga,0,20:00,20:00,0,0,0,NA,NA,0,0,0,1,FALSE,NA,NA,NA,2023-08-30,0
Afternoon Run,Run,6549.3,34:52,34:56,11,3.131,6.236,146.3,175,0,26,0,1,FALSE,g12684381,32,24,2023-08-30,6.549300000000001
Evening Ride,Ride,5566.2,14:00,15:29,33,6.626,9.596,111.5,142,0,0,0,1,FALSE,b8218319,2,23,2023-08-28,5.5662
Brycheiniog day 3,Run,12721.8,126:52,157:04,548,1.671,3.461,111.5,146,0,38,5,1,FALSE,g7747260,23,23,2023-08-27,12.7218
Bannau Brycheiniog Day 2,Run,33709,296:34,341:37,1161,1.894,3.783,125.1,149,0,46,1,1,FALSE,g7747260,76,21,2023-08-26,33.709
Brecon Beacons Day 1,Run,37727,292:33,339:54,1052,2.149,4.432,142.6,178,0,47,0,1,FALSE,g7747260,225,21,2023-08-25,37.727
Night Ride,Ride,14468.2,26:37,26:37,58,9.06,12.12,158.3,171,14,0,0,1,FALSE,b8218319,44,22,2023-08-24,14.468200000000001
Eurotrip Leg 11 - loop for the ferry home,Ride,69015.6,156:50,251:02,734,7.334,16.682,141.1,175,0,45,9,1,FALSE,b8218319,150,26,2023-08-22,69.0156
Still on the Eurotrip?,Ride,44183.1,133:15,212:31,253,5.526,15.472,109.7,166,0,27,0,1,FALSE,b8218319,37,34,2023-08-21,44.183099999999996
Eurotrip Leg 10 - the Big One,Ride,260923,639:52,773:50,3901,6.796,17.559,134.9,168,0,76,21,1,FALSE,b8218319,390,30,2023-08-17,260.923
Eurotrip Leg 9 - into the foothills,Ride,132455,296:37,325:02,1362,7.443,14.809,136.2,170,0,50,2,1,FALSE,b8218319,177,28,2023-08-16,132.455
Eurotrip Leg 8 - the towpath,Ride,211212,427:25,509:58,849,8.236,14.824,138.6,161,1,57,8,1,FALSE,b8218319,302,28,2023-08-15,211.212
Eurotrip Leg 7 - the one with the Happy Ending,Ride,168180,334:12,393:52,1057,8.387,15.81,132.4,156,0,55,2,1,FALSE,b8218319,157,26,2023-08-13,168.18
Eurotrip Leg 6 - the Long one,Ride,210001,418:48,511:19,1069,8.357,16.339,132.5,165,0,67,5,1,FALSE,b8218319,191,26,2023-08-12,210.001
Eurotrip Leg 5 - the wet one,Ride,118305,248:53,263:43,757,7.922,13.676,140.5,162,0,41,2,1,FALSE,b8218319,194,22,2023-08-11,118.305
Eurotrip Leg 4 - Le Mans to Beaupreau,Ride,153602,332:40,461:44,1035,7.695,16.653,140.6,167,0,52,0,1,FALSE,NA,249,30,2023-08-10,153.602
Eurotrip Leg 3 - first taste of French roads,Ride,180725,390:28,553:10,1602,7.714,16.966,143.6,168,0,64,10,1,FALSE,b8218319,363,23,2023-08-09,180.725
Eurotrip leg 2 - to the ferry!,Ride,112764,255:36,407:20,1109,7.353,16.386,141.2,176,34,56,3,1,FALSE,b8218319,207,20,2023-08-08,112.764
Eurotrip Leg 1,Ride,59495.6,132:30,400:02,479,7.484,14.246,138.3,170,88,58,8,1,FALSE,b8218319,95,24,2023-08-07,59.495599999999996
Afternoon Run,Run,8011,42:09,42:48,117,3.168,3.93,140.9,150,2,29,0,1,FALSE,g11131843,21,22,2023-08-05,8.011
Afternoon Yoga,Yoga,0,16:40,16:40,0,0,0,98.6,121,0,0,0,1,FALSE,NA,2,30,2023-08-04,0
Lunch Run,Run,13044.6,62:06,71:41,54,3.501,5.037,163.6,176,15,35,0,1,FALSE,g11131843,126,24,2023-08-04,13.0446
Morning Ride,Ride,23481.2,56:09,170:08,77,6.97,12.254,127.2,167,17,24,0,1,FALSE,b8218319,28,22,2023-08-04,23.4812
Outlaw tri - Run - total time 10:39,Run,42380.1,203:08,204:59,42.2,3.446,4.901,164.3,180,54,70,16,1,FALSE,g13379738,416,24,2023-07-30,42.3801
Outlaw tri - T2 ,Workout,344.4,02:19,05:05,0,2.478,3.897,149.1,159,0,12,0,1,FALSE,NA,2,24,2023-07-30,0.3444
Outlaw tri - bike,Ride,178744,344:36,348:06,720.1,8.645,15.492,153.2,175,114,57,5,1,FALSE,b8218319,488,20,2023-07-30,178.744
Outlaw tri - T1,Workout,365.7,02:34,04:32,27.4,2.374,3.65,143.6,163,0,14,0,1,FALSE,NA,2,19,2023-07-30,0.36569999999999997
Outlaw tri - Swim,Swim,3827.7,76:14,76:14,0,0.837,1.268,162.6,169,0,34,0,1,FALSE,NA,236,18,2023-07-30,3.8276999999999997
Morning Run,Run,4769.6,23:51,27:54,9,3.333,4.176,153.9,165,4,23,0,1,FALSE,g5233748,35,22,2023-07-24,4.7696000000000005
Back from the pool,Run,5024.1,25:50,25:54,47,3.241,4.124,151.7,166,4,23,0,1,FALSE,g3897569,35,22,2023-07-22,5.024100000000001
Hard Swim,Swim,2400,37:39,48:44,0,1.062,1.25,153.3,192,0,22,1,1,FALSE,NA,105,NA,2023-07-22,2.4
Morning Run,Run,9290,49:37,71:17,58,3.121,5.682,135.5,154,0,31,0,1,FALSE,g3897569,17,22,2023-07-22,9.29
Morning Yoga,Yoga,0,24:07,24:07,0,0,0,74.7,100,0,0,0,1,FALSE,NA,1,28,2023-07-22,0
It’s always sunny in Glasgow,Run,6109.4,32:50,34:06,52,3.101,6.949,135.2,154,1,34,1,1,FALSE,g3897569,10,23,2023-07-21,6.1094
Morning Yoga,Yoga,0,26:34,26:34,0,0,0,75.7,104,0,0,0,1,FALSE,NA,2,28,2023-07-21,0
Stirling Ride,Ride,98113.8,209:59,218:22,1010,7.787,14.986,133.7,163,14,47,2,1,FALSE,b8218319,108,18,2023-07-20,98.1138
Scotland Ride,Ride,44405.9,94:04,124:18,522,7.868,14.77,137.5,164,1,38,0,1,FALSE,b8218319,64,22,2023-07-19,44.4059
Back from the pool,Run,8132.4,42:22,85:40,93,3.199,4.254,148.5,175,0,26,0,1,FALSE,g12684381,46,22,2023-07-18,8.1324
Evening Swim,Swim,2075,35:29,45:49,0,0.975,1.25,121.6,148,0,17,0,1,FALSE,NA,17,NA,2023-07-18,2.075
Start of the next chapter,Run,7638.6,38:39,42:18,71,3.294,4.39,143,158,0,26,0,1,FALSE,g12684381,30,23,2023-07-18,7.6386
Afternoon Swim,Swim,1480.2,29:14,29:14,0,0.844,1.822,143.1,157,12,21,0,1,FALSE,NA,41,21,2023-07-17,1.4802
Morning Ride,Ride,32372.2,72:22,349:14,304,7.456,13.516,132.7,159,6,27,0,1,FALSE,b8218319,33,23,2023-07-16,32.3722
Afternoon Run,Run,21931.4,105:40,106:49,112,3.459,6.62,146.2,163,24,45,0,1,FALSE,g12684381,95,23,2023-07-15,21.9314
And back to Walton,Ride,57163.4,127:15,173:09,346,7.487,16.87,136.4,169,28,37,0,1,FALSE,b8218319,74,21,2023-07-15,57.1634
Ride To Gem’s,Ride,33188.8,88:50,108:38,383,6.227,14.278,133.2,175,5,35,0,1,FALSE,b8218319,54,18,2023-07-14,33.1888
Ride to Nick’s,Ride,71403.4,153:43,232:46,575,7.742,18.424,137.3,170,119,28,0,1,FALSE,b8218319,98,23,2023-07-13,71.40339999999999
Morning Run,Run,6661.8,32:26,35:07,16,3.423,4.467,137.5,148,2,32,0,1,FALSE,g12684381,11,22,2023-07-13,6.6618
Afternoon Swim,Swim,3672.2,75:19,75:19,0,0.813,1.178,137.4,155,20,29,0,1,FALSE,NA,76,21,2023-07-12,3.6721999999999997
Morning Ride,Ride,0,65:15,65:15,0,0,0,127.7,176,0,0,0,1,FALSE,b8218319,22,32,2023-07-12,0
Zwift - Tick Tock in Watopia,VirtualRide,40220.1,63:34,63:34,118,10.545,15.762,NA,NA,2,16,2,23,FALSE,b8218319,NA,NA,2023-07-12,40.220099999999995
Evening Swim,Swim,2213,43:49,45:33,0,0.842,1.5,138.3,158,13,19,0,1,FALSE,NA,45,22,2023-07-10,2.213
River Run,Run,20508.1,107:01,138:16,60,3.194,4.588,132.5,155,11,45,1,1,FALSE,g12684381,31,26,2023-07-09,20.5081
Zwift - Tire-Bouchon in France,VirtualRide,65432.2,128:27,130:09,591,8.49,16.906,NA,NA,7,27,0,1,FALSE,b8218319,NA,NA,2023-07-08,65.4322
Lunch Ride,Ride,0,136:22,136:22,0,0,0,134.6,166,0,0,0,1,FALSE,b8218319,72,33,2023-07-08,0
Morning Swim,Swim,2758.9,56:31,56:31,0,0.814,1.5,137.8,168,1,30,0,1,FALSE,NA,65,21,2023-07-08,2.7589
Dog jog,Run,6460.2,34:37,35:09,38,3.11,4.188,136.4,152,3,25,0,1,FALSE,g12684381,11,28,2023-07-07,6.4601999999999995
Gym with Sarah!,Workout,0,60:00,60:00,0,0,0,NA,NA,0,0,0,1,FALSE,NA,95,NA,2023-07-07,0
Afternoon Swim,Swim,1925,32:23,37:19,0,0.991,1.316,120.7,154,0,16,0,1,FALSE,NA,13,NA,2023-07-06,1.925
Newlands Pewley Chantries Martha,Run,11364.5,65:29,72:23,299,2.892,5.002,129,164,17,37,0,2,FALSE,g7747260,22,21,2023-07-05,11.3645
Zwift - Hilly Route in Watopia,VirtualRide,9815.9,21:16,21:16,109,7.693,15.568,145.2,173,0,0,0,4,FALSE,b8218319,20,NA,2023-07-04,9.8159
Zwift - Road to Sky in Watopia,VirtualRide,17879.2,65:16,65:16,1054,4.566,15.554,169.1,191,21,31,3,2,FALSE,b8218319,173,NA,2023-07-04,17.8792
Treadmill,Run,10143.5,53:57,53:57,0,3.134,5.042,152.6,187,0,20,4,1,FALSE,g12684381,65,26,2023-07-04,10.1435
Lunch Run,Run,856.9,05:00,05:00,0,2.856,3.065,135.6,141,0,0,0,1,FALSE,g12684381,1,26,2023-07-04,0.8569
Afternoon Run,Run,18053.8,86:18,88:05,62,3.487,6.862,143.4,158,23,41,1,1,FALSE,g12684381,60,23,2023-07-03,18.0538
Morning Ride,Ride,165890,341:59,423:42,1687,8.085,16.478,133.3,174,32,52,5,2,FALSE,b8218319,205,21,2023-07-02,165.89
Circuits with Sarah!,Workout,0,60:00,60:00,0,0,0,NA,NA,0,0,0,1,FALSE,NA,30,NA,2023-06-30,0
Circumnav. Esher,Run,15285.9,75:50,77:02,76,3.36,5.018,138.8,156,6,26,0,1,FALSE,g12684381,29,25,2023-06-29,15.2859
Warm down,Ride,60095,127:16,255:21,480,7.87,13.774,144,182,28,31,0,1,FALSE,b8218319,122,24,2023-06-28,60.095
Afternoon Run,Run,17445.8,100:09,100:41,422,2.903,5.767,150.4,168,4,27,4,2,FALSE,g7747260,119,26,2023-06-28,17.4458
Warm up,Ride,48698,105:39,311:38,431,7.682,15.972,145.3,174,22,16,0,1,FALSE,b8218319,111,24,2023-06-28,48.698
Dog run,Run,9871.5,51:13,60:06,52,3.212,4.774,140,161,3,23,0,1,FALSE,g12684381,27,24,2023-06-27,9.8715
Afternoon Ride,Ride,4163.7,09:51,20:59,13,7.045,9.648,106.5,131,5,0,0,1,FALSE,b8218319,1,27,2023-06-27,4.1636999999999995
Lunch Swim,Swim,2000,35:42,38:41,0,0.934,1.472,140.9,163,0,16,0,1,FALSE,NA,48,NA,2023-06-27,2
Lunch Swim,Swim,1404,17:06,17:54,0,1.368,1.638,152.9,168,0,0,0,1,FALSE,NA,35,NA,2023-06-27,1.404
Afternoon Swim,Swim,2351.5,51:06,55:44,0,0.767,1.5,148.6,173,4,24,0,1,FALSE,NA,86,24,2023-06-26,2.3515
Morning Yoga,Yoga,0,42:37,42:37,0,0,0,80.8,111,0,0,0,1,FALSE,NA,4,32,2023-06-26,0
River -> Bushy session,Run,26914.9,121:53,127:16,56,3.68,6.203,160,185,51,48,5,1,FALSE,g8011089,227,27,2023-06-22,26.914900000000003
Morning Ride,Ride,45095.4,91:49,129:37,330.6,8.186,14.92,141.1,178,46,37,0,1,FALSE,b8218319,76,22,2023-06-22,45.0954
Afternoon Ride,Ride,33173.5,69:50,71:41,256,7.917,13.032,143.7,163,4,28,0,1,FALSE,b8218319,63,26,2023-06-21,33.1735
The old Long Golf,Run,8897.3,42:17,42:34,37,3.507,4.772,139.3,149,4,24,5,1,FALSE,g3897569,18,27,2023-06-21,8.8973
